,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS,Avg Games Played,> Avg Games
998,George Peeples,/players/p/peeplge01.html,1968,1973,CF,5,201,86,1943-10-30,0,0,0,0,309,8.1,7.3,1.0,44.1,0.0,63.9,44.1,12.8,11.0,61.8,1
999,Nikola Peković,/players/p/pekovni01.html,2011,2016,C,5,211,139,1986-01-03,0,0,0,0,271,12.6,6.7,0.7,51.8,-,76.0,51.8,18.6,18.8,54.2,0
1000,Will Perdue,/players/p/perduwi01.html,1989,2001,C,12,213,108,1965-08-29,0,0,0,0,792,4.7,4.9,0.8,51.5,6.7,57.7,51.6,13.6,26.6,66.0,1
1001,Sam Perkins,/players/p/perkisa01.html,1985,2001,FC,16,206,106,1961-06-14,0,0,0,0,1286,11.9,6.0,1.5,45.9,36.2,81.1,49.4,15.5,105.4,80.375,1
1003,Elliot Perry,/players/p/perryel01.html,1992,2002,G,10,183,68,1969-03-28,0,0,0,0,549,6.3,1.4,3.1,45.9,35.9,78.3,48.3,14.3,14.0,54.9,0
1004,Tim Perry,/players/p/perryti01.html,1989,1996,FC,7,206,90,1965-06-04,0,0,0,0,481,6.8,4.0,0.9,48.5,31.8,64.8,50.1,12.4,14.6,68.71428571428571,1
1005,Chuck Person,/players/p/persoch01.html,1987,2000,F,13,203,99,1964-06-27,0,0,0,0,943,14.7,5.1,2.8,45.8,36.2,72.3,50.8,13.7,38.9,72.53846153846153,1
1006,Wesley Person,/players/p/persowe01.html,1995,2005,G,10,198,88,1971-03-28,0,0,0,0,733,11.2,3.3,1.7,45.7,41.8,77.8,54.1,14.1,44.0,73.3,1
1007,Jim Petersen,/players/p/peterji01.html,1985,1992,FC,7,208,106,1962-02-22,0,0,0,0,491,6.9,4.8,1.0,48.6,7.1,72.5,48.6,11.0,13.8,70.14285714285714,1
1008,Mel Peterson,/players/p/peterme01.html,1964,1970,GF,6,193,83,1938-03-23,0,0,0,0,134,7.7,4.7,1.2,44.2,22.5,82.0,44.6,14.5,2.1,22.333333333333332,0
1009,Morris Peterson,/players/p/petermo01.html,2001,2011,F,10,201,98,1977-08-26,0,0,0,0,711,10.7,3.5,1.5,41.8,37.3,77.3,49.5,13.3,35.7,71.1,1
1011,Johan Petro,/players/p/petrojo01.html,2006,2013,C,7,213,112,1986-01-27,0,0,0,0,473,4.7,3.9,0.5,46.2,15.4,67.8,46.2,10.4,5.5,67.57142857142857,1
1013,Roger Phegley,/players/p/pheglro01.html,1979,1984,GF,5,198,92,1956-10-16,0,0,0,0,345,8.7,2.0,1.4,47.0,25.3,83.4,47.5,13.6,8.5,69.0,1
1015,Bobby Phills,/players/p/phillbo01.html,1992,2000,G,8,196,95,1969-12-20,0,0,0,0,467,11.0,3.1,2.7,44.3,39.0,73.8,48.2,14.1,27.2,58.375,0
1016,Eric Piatkowski,/players/p/piatker01.html,1995,2008,GF,13,201,97,1970-09-30,0,0,0,0,789,7.5,2.2,1.0,43.4,39.9,83.9,52.6,14.0,31.0,60.69230769230769,0
1017,Ricky Pierce,/players/p/piercri01.html,1983,1998,G,15,193,92,1959-08-19,1,0,0,0,969,14.9,2.4,1.9,49.3,32.2,87.5,50.7,17.7,72.2,64.6,1
1018,Mickaël Piétrus,/players/p/pietrmi01.html,2004,2013,GF,9,198,97,1982-02-07,0,0,0,0,557,8.3,3.1,0.8,42.5,35.5,66.5,51.4,11.6,19.7,61.888888888888886,1
1019,Ed Pinckney,/players/p/pincked01.html,1986,1997,F,11,206,88,1963-03-27,0,0,0,0,793,6.8,5.0,0.9,53.5,0.0,76.5,53.5,14.8,42.7,72.0909090909091,1
1021,Scottie Pippen,/players/p/pippesc01.html,1988,2004,FG,16,203,95,1965-09-25,7,7,10,Hall of Fame,1178,16.1,6.4,5.2,47.3,32.6,70.4,50.4,18.6,125.1,73.625,1
1022,Gary Plummer,/players/p/plummga01.html,1985,1993,FC,8,206,97,1962-02-21,0,0,0,0,126,4.2,2.4,0.5,43.0,14.3,71.7,43.2,8.1,0.2,15.75,0
1024,Scot Pollard,/players/p/pollasc01.html,1998,2008,C,10,211,120,1975-02-12,0,0,0,0,506,4.4,4.6,0.4,49.4,0.0,70.9,49.4,13.8,26.6,50.6,0
1025,Olden Polynice,/players/p/polynol01.html,1988,2004,CF,16,211,99,1964-11-21,0,0,0,0,1058,7.8,6.7,0.7,50.5,19.2,53.5,50.6,13.2,46.8,66.125,1
1026,Mark Pope,/players/p/popema01.html,1998,2005,F,7,208,106,1972-09-11,0,0,0,0,153,1.9,1.7,0.4,40.1,17.9,57.3,41.9,6.4,1.3,21.857142857142858,0
1027,Ben Poquette,/players/p/poquebe01.html,1978,1987,FC,9,206,106,1955-05-07,0,0,0,0,718,6.8,5.2,1.2,48.3,22.0,77.9,48.4,12.6,30.4,79.77777777777777,1
1029,Kevin Porter,/players/p/porteke01.html,1973,1983,G,10,183,77,1950-04-17,0,0,0,0,659,11.6,1.8,8.1,48.3,18.8,73.7,48.3,15.6,36.0,65.9,1
1030,Terry Porter,/players/p/portete01.html,1986,2002,G,16,190,88,1963-04-08,2,0,0,0,1274,12.2,3.0,5.6,46.3,38.6,83.6,51.8,17.2,110.4,79.625,1
1031,James Posey,/players/p/poseyja01.html,2000,2011,FG,11,203,97,1977-01-13,0,0,0,0,864,8.6,4.7,1.6,41.0,34.9,82.0,49.5,12.4,51.6,78.54545454545455,1
1032,Vitaly Potapenko,/players/p/potapvi01.html,1997,2007,C,10,208,127,1975-03-21,0,0,0,0,610,6.5,4.5,0.7,47.9,16.7,69.4,47.9,11.8,15.5,61.0,0
1033,Cincinnatus Powell,/players/p/powelci01.html,1968,1975,FC,7,201,99,1942-02-25,2,0,0,0,599,16.3,7.6,2.2,47.2,27.4,72.5,47.4,16.7,41.1,85.57142857142857,1
1034,Josh Powell,/players/p/poweljo01.html,2006,2014,F,8,206,102,1983-01-25,0,0,0,0,316,3.9,2.9,0.5,43.8,35.0,74.3,44.1,9.2,2.5,39.5,0
1035,Paul Pressey,/players/p/presspa01.html,1983,1993,GF,10,196,83,1958-12-24,0,0,3,0,724,10.6,3.9,5.1,48.5,22.2,74.9,49.1,15.5,49.0,72.4,1
1036,A.J. Price,/players/p/priceaj01.html,2010,2015,G,5,188,82,1986-10-07,0,0,0,0,261,5.8,1.4,2.2,38.0,31.6,74.2,45.6,12.2,4.7,52.2,0
1037,Brent Price,/players/p/pricebr01.html,1993,2002,G,9,185,74,1968-12-09,0,0,0,0,418,5.9,1.6,3.0,42.6,38.7,82.4,52.1,13.3,12.0,46.44444444444444,0
1039,Mark Price,/players/p/pricema01.html,1987,1998,G,11,183,77,1964-02-15,4,4,0,0,722,15.2,2.6,6.7,47.2,40.2,90.4,53.0,19.6,71.1,65.63636363636364,1
1040,Tayshaun Prince,/players/p/princta01.html,2003,2016,F,13,206,96,1980-02-28,0,0,4,0,1017,11.1,4.3,2.4,45.5,36.7,75.6,48.3,13.7,63.1,78.23076923076923,1
1041,Kevin Pritchard,/players/p/pritcke01.html,1991,1996,G,5,190,81,1967-07-17,0,0,0,0,94,3.6,1.0,1.6,39.9,18.6,79.0,41.3,8.2,0.4,18.8,0
1042,Laron Profit,/players/p/profila01.html,2000,2006,GF,6,196,92,1977-08-05,0,0,0,0,135,3.3,1.5,1.2,41.9,23.6,71.2,44.4,10.6,0.7,22.5,0
1043,Joel Przybilla,/players/p/przybjo01.html,2001,2013,C,12,216,115,1979-10-10,0,0,0,0,592,3.9,6.2,0.4,55.2,0.0,55.7,55.2,12.0,23.0,49.333333333333336,0
1044,Chris Quinn,/players/q/quinnch01.html,2007,2013,G,6,188,83,1983-09-27,0,0,0,0,241,4.5,1.1,1.9,39.9,37.7,80.9,48.3,12.2,5.3,40.166666666666664,0
1045,Vladimir Radmanović,/players/r/radmavl01.html,2002,2013,F,11,208,102,1980-11-19,0,0,0,0,737,8.0,3.8,1.4,41.5,37.8,75.8,50.9,12.7,26.5,67.0,1
1046,Aleksandar Radojević,/players/r/radojal01.html,2000,2005,C,5,221,113,1976-08-08,0,0,0,0,15,1.7,2.4,0.5,30.8,-,62.5,30.8,-0.9,-0.4,3.0,0
1047,Kurt Rambis,/players/r/rambiku01.html,1982,1995,F,13,203,96,1958-02-25,0,0,0,0,880,5.2,5.6,1.1,53.4,0.0,68.9,53.4,13.1,38.3,67.6923076923077,1
1049,Anthony Randolph,/players/r/randoan01.html,2009,2014,F,5,208,92,1989-07-15,0,0,0,0,252,7.1,4.3,0.7,45.3,24.1,74.0,46.0,16.5,5.8,50.4,0
1050,Shavlik Randolph,/players/r/randosh01.html,2006,2015,F,9,208,108,1983-11-24,0,0,0,0,146,2.3,2.5,0.2,44.9,16.7,54.4,45.1,12.6,2.2,16.22222222222222,0
1051,Kelvin Ransey,/players/r/ranseke01.html,1981,1986,G,5,185,77,1958-05-03,0,0,0,0,474,11.4,1.9,5.2,45.4,13.2,78.2,45.6,14.8,17.9,94.8,1
1052,Blair Rasmussen,/players/r/rasmubl01.html,1986,1993,C,7,213,113,1962-11-13,0,0,0,0,532,9.6,5.7,0.9,47.2,25.7,76.7,47.3,13.3,19.0,76.0,1
1054,Theo Ratliff,/players/r/ratlith01.html,1996,2011,CF,15,208,102,1973-04-17,1,0,2,0,810,7.2,5.7,0.6,49.6,0.0,71.0,49.6,14.3,47.9,54.0,0
1055,Clifford Ray,/players/r/raycl01.html,1972,1981,C,9,206,104,1949-01-21,0,0,0,0,784,7.4,8.9,2.2,52.4,0.0,58.8,52.4,14.4,56.7,87.11111111111111,1
1056,Eldridge Recasner,/players/r/recasel01.html,1995,2002,G,7,190,86,1967-12-14,0,0,0,0,296,5.9,1.8,1.8,42.6,40.9,88.7,50.6,11.7,8.8,42.285714285714285,0
1057,Michael Redd,/players/r/reddmi01.html,2001,2012,G,11,198,99,1979-08-24,1,0,0,0,629,19.0,3.8,2.1,44.7,38.0,83.8,50.3,19.5,55.9,57.18181818181818,0
1060,Bryant Reeves,/players/r/reevebr01.html,1996,2001,C,5,213,124,1973-06-08,0,0,0,0,395,12.5,6.9,1.6,47.5,7.4,70.3,47.5,13.8,13.0,79.0,1
1061,Khalid Reeves,/players/r/reevekh01.html,1995,2000,G,5,190,90,1972-07-15,0,0,0,0,277,7.8,2.1,3.2,41.6,36.3,74.4,48.2,13.1,8.4,55.4,0
1062,Don Reid,/players/r/reiddo01.html,1996,2003,F,7,203,113,1973-12-30,0,0,0,0,403,3.6,2.9,0.4,53.0,0.0,65.8,53.0,11.8,13.7,57.57142857142857,0
1063,J.R. Reid,/players/r/reidjr01.html,1990,2001,F,11,206,112,1968-03-31,0,0,0,0,672,8.5,5.0,1.0,47.2,13.5,71.6,47.2,11.9,22.5,61.09090909090909,1
1064,Robert Reid,/players/r/reidro01.html,1978,1991,FG,13,203,92,1955-08-30,0,0,0,0,919,11.4,4.5,2.7,45.8,29.1,73.2,46.3,13.1,40.3,70.6923076923077,1
1065,Kevin Restani,/players/r/restake01.html,1975,1982,FC,7,206,102,1951-12-23,0,0,0,0,550,6.2,4.0,1.4,48.6,20.5,71.7,48.7,11.6,14.8,78.57142857142857,1
1066,Jerry Reynolds,/players/r/reynoje01.html,1986,1996,GF,10,203,90,1962-12-23,0,0,0,0,443,9.1,3.0,2.0,41.8,22.6,74.9,42.2,15.0,10.5,44.3,0
1067,Glen Rice,/players/r/ricegl01.html,1990,2004,F,14,201,97,1967-05-28,3,2,0,0,1000,18.3,4.4,2.1,45.6,40.0,84.6,50.8,16.2,88.7,71.42857142857143,1
1068,Clint Richardson,/players/r/richacl01.html,1980,1987,G,7,190,88,1956-08-07,0,0,0,0,586,7.0,2.4,2.5,46.3,24.4,77.0,46.5,11.1,16.6,83.71428571428571,1
1069,Jason Richardson,/players/r/richaja01.html,2002,2015,G,13,198,99,1981-01-20,0,0,0,0,857,17.1,5.0,2.7,43.8,37.0,70.7,50.2,16.3,59.1,65.92307692307692,1
1070,Micheal Ray Richardson,/players/r/richami01.html,1979,1986,GF,7,196,85,1955-04-11,4,0,2,0,556,14.8,5.5,7.0,45.7,22.0,69.0,46.5,16.9,35.2,79.42857142857143,1
1071,Pooh Richardson,/players/r/richapo01.html,1990,1999,G,9,185,81,1966-05-14,0,0,0,0,639,11.1,2.8,6.5,44.4,32.9,65.2,47.0,14.9,26.7,71.0,1
1072,Quentin Richardson,/players/r/richaqu01.html,2001,2013,G,12,198,101,1980-04-13,0,0,0,0,783,10.3,4.7,1.5,39.7,35.5,71.8,47.6,12.9,32.8,65.25,1
1073,Mitch Richmond,/players/r/richmmi01.html,1989,2002,G,13,196,97,1965-06-30,6,5,0,Hall of Fame,976,21.0,3.9,3.5,45.5,38.8,85.0,49.7,17.6,79.3,75.07692307692308,1
1074,Isaiah Rider,/players/r/rideris01.html,1994,2002,G,8,196,97,1971-03-12,0,0,0,0,563,16.7,3.8,2.7,44.3,35.2,81.2,48.4,14.7,22.8,70.375,1
1075,Luke Ridnour,/players/r/ridnolu01.html,2004,2015,G,11,188,79,1981-02-13,0,0,0,0,830,9.3,2.3,4.5,43.1,34.9,86.2,47.4,13.9,36.0,75.45454545454545,1
1076,Eric Riley,/players/r/rileyer01.html,1994,1999,C,5,213,111,1970-06-02,0,0,0,0,186,3.1,2.6,0.3,45.6,0.0,70.4,45.6,12.5,2.5,37.2,0
1080,Doc Rivers,/players/r/riverdo01.html,1984,1996,G,12,193,83,1961-10-13,1,0,0,0,864,10.9,3.0,5.7,44.4,32.8,78.4,46.9,16.6,68.2,72.0,1
1081,Red Robbins,/players/r/robbire01.html,1968,1975,FC,7,203,86,1944-09-30,4,0,0,0,586,13.1,10.5,1.7,46.6,30.5,81.8,47.1,18.0,50.4,83.71428571428571,1
1083,Anthony Roberts,/players/r/roberan01.html,1978,1984,FG,6,196,83,1955-04-15,0,0,0,0,213,7.8,3.9,1.2,41.2,0.0,69.9,41.2,10.7,3.3,35.5,0
1084,Fred Roberts,/players/r/roberfr01.html,1984,1997,FC,13,208,98,1960-08-14,0,0,0,0,818,7.3,2.8,1.2,50.2,32.5,79.6,50.8,12.6,26.2,62.92307692307692,1
1085,Joe Roberts,/players/r/roberjo01.html,1961,1968,F,7,198,97,1936-05-18,0,0,0,0,218,5.8,4.9,0.6,38.1,33.3,63.7,38.1,9.6,2.4,31.142857142857142,0
1086,Marv Roberts,/players/r/roberma01.html,1972,1977,FC,5,203,90,1950-01-29,0,0,0,0,402,8.3,3.9,1.3,43.3,33.3,77.3,43.4,12.3,11.4,80.4,1
1087,Stanley Roberts,/players/r/roberst01.html,1992,2000,C,8,213,129,1970-02-07,0,0,0,0,300,8.5,5.2,0.6,49.9,0.0,51.4,49.9,13.6,8.1,37.5,0
1088,Alvin Robertson,/players/r/roberal01.html,1985,1996,G,11,190,83,1962-07-22,4,0,6,0,779,14.0,5.2,5.0,47.7,29.5,74.3,49.0,17.0,52.1,70.81818181818181,1
1090,Rick Robey,/players/r/robeyri01.html,1979,1986,CF,7,211,104,1956-01-30,0,0,0,0,493,7.6,4.7,1.2,50.1,12.5,65.0,50.1,12.8,15.8,70.42857142857143,1
1091,Cliff Robinson,/players/r/robincl01.html,1980,1992,F,12,206,99,1960-03-13,0,0,0,0,629,17.2,8.3,2.0,46.8,18.4,72.2,46.9,17.0,30.5,52.416666666666664,0
1092,Clifford Robinson,/players/r/robincl02.html,1990,2007,FC,17,208,102,1966-12-16,1,0,2,0,1380,14.2,4.6,2.2,43.8,35.6,68.9,47.5,14.5,89.7,81.17647058823529,1
1093,David Robinson,/players/r/robinda01.html,1990,2003,C,13,216,106,1965-08-06,10,10,8,Hall of Fame,987,21.1,10.6,2.5,51.8,25.0,73.6,51.9,26.2,178.7,75.92307692307692,1
1094,Flynn Robinson,/players/r/robinfl01.html,1967,1974,G,7,185,83,1941-04-28,1,0,0,0,543,14.0,2.5,3.0,45.6,26.7,84.6,45.7,17.5,32.6,77.57142857142857,1
1095,Glenn Robinson,/players/r/robingl01.html,1995,2005,F,10,201,102,1973-01-10,2,0,0,0,688,20.7,6.1,2.7,45.9,34.0,82.0,48.5,17.5,39.8,68.8,1
1096,James Robinson,/players/r/robinja02.html,1994,2001,G,7,188,81,1970-08-31,0,0,0,0,381,7.6,1.7,1.9,39.4,34.8,66.6,47.0,11.2,5.8,54.42857142857143,0
1097,Larry Robinson,/players/r/robinla01.html,1991,2002,FG,11,190,81,1968-01-11,0,0,0,0,89,4.5,1.9,0.9,38.4,37.3,66.7,44.7,10.3,0.9,8.090909090909092,0
1098,Nate Robinson,/players/r/robinna01.html,2006,2016,G,10,175,81,1984-05-31,0,0,0,0,618,11.0,2.3,3.0,42.3,36.0,79.6,49.3,15.6,27.8,61.8,1
1099,Rumeal Robinson,/players/r/robinru01.html,1991,1997,G,6,188,88,1966-11-13,0,0,0,0,336,7.6,1.8,3.5,43.2,34.4,61.1,45.6,12.9,5.2,56.0,0
1100,Truck Robinson,/players/r/robintr01.html,1975,1985,FC,10,201,102,1951-10-04,2,0,0,0,772,15.5,9.4,1.7,48.3,100.0,66.2,48.3,14.9,52.7,77.2,1
1101,Bill Robinzine,/players/r/robinbi01.html,1976,1982,F,6,201,104,1953-01-20,0,0,0,0,529,10.5,6.1,1.1,48.2,25.0,74.9,48.2,14.9,23.3,88.16666666666667,1
1102,Dave Robisch,/players/r/robisda01.html,1972,1984,CF,12,208,106,1949-12-22,0,0,0,0,930,11.4,6.6,1.8,46.4,0.0,79.8,46.4,16.6,64.2,77.5,1
1104,John Roche,/players/r/rochejo01.html,1972,1982,G,10,190,77,1949-09-26,0,0,0,0,479,11.2,1.5,3.9,46.9,35.5,79.2,49.0,12.6,19.8,47.9,0
1106,Dennis Rodman,/players/r/rodmade01.html,1987,2000,F,13,201,95,1961-05-13,2,2,8,Hall of Fame,911,7.3,13.1,1.8,52.1,23.1,58.4,52.9,14.6,89.8,70.07692307692308,1
1107,Carlos Rogers,/players/r/rogerca01.html,1995,2002,CF,7,211,99,1971-02-06,0,0,0,0,298,7.4,4.3,0.6,53.6,25.8,56.2,54.5,15.4,11.1,42.57142857142857,0
1108,Rodney Rogers,/players/r/rogerro01.html,1994,2005,F,11,201,106,1971-06-20,0,0,0,0,866,10.9,4.5,2.0,45.1,34.7,69.0,49.4,14.4,38.8,78.72727272727273,1
1109,Tree Rollins,/players/r/rollitr01.html,1978,1995,C,17,216,106,1955-06-16,0,0,2,0,1156,5.4,5.8,0.6,52.2,0.0,70.0,52.2,13.6,63.9,68.0,1
1110,Sean Rooks,/players/r/rooksse01.html,1993,2004,C,11,208,113,1969-09-09,0,0,0,0,749,6.2,3.8,0.8,45.9,9.1,69.9,45.9,12.0,16.2,68.0909090909091,1
1111,Jalen Rose,/players/r/roseja01.html,1995,2007,GF,12,203,95,1973-01-30,0,0,0,0,923,14.3,3.5,3.8,44.3,35.5,80.1,47.7,15.3,47.2,76.91666666666667,1
1112,Malik Rose,/players/r/rosema01.html,1997,2009,FC,12,201,113,1974-11-23,0,0,0,0,813,6.2,4.1,0.8,43.7,17.7,74.3,43.8,13.4,26.5,67.75,1
1113,Quinton Ross,/players/r/rossqu01.html,2005,2011,G,6,198,88,1981-04-30,0,0,0,0,458,4.1,2.1,0.9,41.9,31.8,71.1,43.2,7.8,7.7,76.33333333333333,1
1114,Dan Roundfield,/players/r/roundda01.html,1976,1987,FC,11,203,92,1953-05-26,3,0,5,0,813,14.3,9.2,2.0,48.2,11.1,73.5,48.3,17.9,66.5,73.9090909090909,1
1116,Brandon Roy,/players/r/roybr01.html,2007,2013,G,6,198,97,1984-07-23,3,2,0,0,326,18.8,4.3,4.7,45.9,34.8,80.0,49.2,20.0,37.4,54.333333333333336,0
1117,Donald Royal,/players/r/royaldo01.html,1990,1998,F,8,203,95,1966-05-22,0,0,0,0,504,6.3,2.8,1.0,47.3,0.0,77.0,47.3,12.8,19.1,63.0,1
1118,Michael Ruffin,/players/r/ruffimi01.html,2000,2009,F,9,206,111,1977-01-21,0,0,0,0,414,1.7,3.9,0.6,40.7,0.0,45.9,40.7,8.5,6.8,46.0,0
1119,Paul Ruffner,/players/r/ruffnpa01.html,1971,1976,CF,5,208,102,1948-10-15,0,0,0,0,133,4.2,3.0,0.5,47.1,-,68.8,47.1,13.6,1.0,26.6,0
1120,Jeff Ruland,/players/r/rulanje01.html,1982,1993,CF,11,208,108,1958-12-16,2,0,0,0,332,17.4,10.2,3.0,56.4,15.8,71.8,56.4,18.7,34.3,30.181818181818183,0
1122,Kareem Rush,/players/r/rushka01.html,2003,2010,G,7,198,97,1980-10-30,0,0,0,0,346,6.4,1.7,1.0,40.0,35.8,70.3,46.6,9.2,1.7,49.42857142857143,0
1124,Bryon Russell,/players/r/russebr01.html,1994,2006,F,12,201,102,1970-12-31,0,0,0,0,841,7.9,3.5,1.3,43.1,36.9,75.0,49.6,12.6,47.4,70.08333333333333,1
1125,Campy Russell,/players/r/russeca02.html,1975,1985,F,10,203,97,1952-01-12,1,0,0,0,566,15.8,4.8,3.0,45.9,36.6,77.2,46.2,16.3,35.8,56.6,0
1127,Walker Russell,/players/r/russewa01.html,1983,1988,G,5,196,88,1960-10-26,0,0,0,0,155,3.0,1.2,2.3,39.3,15.8,80.0,39.9,7.5,-0.7,31.0,0
1128,Arvydas Sabonis,/players/s/sabonar01.html,1996,2003,C,7,221,126,1964-12-19,0,0,0,Hall of Fame,470,12.0,7.3,2.1,50.0,32.8,78.6,51.7,21.2,47.3,67.14285714285714,1
1129,John Salley,/players/s/sallejo01.html,1987,2000,FC,13,211,104,1964-05-16,0,0,0,0,748,7.0,4.5,1.2,50.6,21.4,71.4,50.6,12.8,41.5,57.53846153846154,0
1130,John Salmons,/players/s/salmojo01.html,2003,2015,G,12,201,95,1979-12-12,0,0,0,0,895,9.3,2.9,2.4,43.1,36.6,79.9,48.3,12.1,33.9,74.58333333333333,1
1131,Ralph Sampson,/players/s/sampsra01.html,1984,1992,CF,8,224,103,1960-07-07,4,0,0,Hall of Fame,456,15.4,8.8,2.3,48.6,17.2,66.1,48.7,16.0,20.1,57.0,0
1132,Mike Sanders,/players/s/sandemi01.html,1983,1993,FG,10,198,95,1960-05-07,0,0,0,0,648,8.0,3.0,1.4,48.2,22.1,76.9,48.4,11.9,17.9,64.8,1
1137,Brian Scalabrine,/players/s/scalabr01.html,2002,2012,F,10,206,109,1978-03-18,0,0,0,0,520,3.1,2.0,0.8,39.0,34.4,78.3,45.0,7.7,7.6,52.0,0
1138,Danny Schayes,/players/s/schayda01.html,1982,1999,CF,17,211,106,1959-05-10,0,0,0,0,1138,7.7,5.0,1.1,48.1,13.3,80.6,48.1,13.4,48.8,66.94117647058823,1
1140,Steve Scheffler,/players/s/schefst01.html,1991,1997,CF,6,206,113,1967-09-03,0,0,0,0,174,1.9,1.0,0.1,55.8,20.0,75.9,56.0,13.5,2.9,29.0,0
1141,Dwayne Schintzius,/players/s/schindw01.html,1991,1999,C,8,216,117,1968-10-14,0,0,0,0,217,2.7,2.5,0.4,40.4,12.5,63.8,40.5,9.4,1.0,27.125,0
1144,Russ Schoene,/players/s/schoeru01.html,1983,1989,FC,6,208,95,1960-04-16,0,0,0,0,290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5,48.333333333333336,0
1145,Detlef Schrempf,/players/s/schrede01.html,1986,2001,FC,15,208,106,1963-01-21,3,0,0,0,1136,13.9,6.2,3.4,49.1,38.4,80.3,51.3,17.2,109.5,75.73333333333333,1
1147,Alvin Scott,/players/s/scottal01.html,1978,1985,FG,7,201,83,1955-09-14,0,0,0,0,627,4.9,3.2,1.4,48.1,20.0,73.3,48.2,11.3,23.0,89.57142857142857,1
1148,Byron Scott,/players/s/scottby01.html,1984,1997,G,13,190,88,1961-03-28,0,0,0,0,1073,14.1,2.8,2.5,48.2,37.0,83.3,51.4,15.5,75.2,82.53846153846153,1
1149,Charlie Scott,/players/s/scottch01.html,1971,1980,GF,9,196,79,1948-12-15,5,0,0,Hall of Fame,717,20.7,4.0,4.9,44.8,25.3,77.3,44.9,15.8,41.4,79.66666666666667,1
1150,Dennis Scott,/players/s/scottde01.html,1991,2000,F,9,203,103,1968-09-05,0,0,0,0,629,12.9,2.8,2.1,41.7,39.7,79.3,50.2,13.4,33.4,69.88888888888889,1
1151,Ray Scott,/players/s/scottra01.html,1962,1972,FC,10,206,97,1938-07-12,0,0,0,0,811,14.3,9.8,2.2,40.9,60.0,72.7,40.9,15.9,34.7,81.1,1
1152,Shawnelle Scott,/players/s/scottsh01.html,1997,2002,C,5,208,113,1972-06-16,0,0,0,0,105,1.8,2.2,0.2,46.4,-,46.5,46.4,13.1,1.3,21.0,0
1153,Malik Sealy,/players/s/sealyma01.html,1993,2000,G,7,203,86,1970-02-01,0,0,0,0,493,10.1,3.2,1.7,42.6,29.2,80.9,44.4,13.6,17.1,70.42857142857143,1
1155,Rony Seikaly,/players/s/seikaro01.html,1989,1999,C,10,211,104,1965-05-10,0,0,0,0,678,14.7,9.5,1.3,48.4,18.8,67.9,48.4,15.7,37.3,67.8,1
1156,Brad Sellers,/players/s/sellebr01.html,1987,1993,CF,6,213,95,1962-12-17,0,0,0,0,398,6.3,2.7,1.1,45.2,20.0,79.3,45.4,11.1,9.8,66.33333333333333,1
1160,Charles Shackleford,/players/s/shackch01.html,1989,1999,FC,10,208,102,1966-04-22,0,0,0,0,303,5.4,4.8,0.6,48.3,0.0,65.4,48.3,13.1,7.3,30.3,0
1163,Brian Shaw,/players/s/shawbr01.html,1989,2003,G,14,198,86,1966-03-22,0,0,0,0,943,6.9,3.4,4.2,40.3,30.4,78.2,43.7,11.7,23.8,67.35714285714286,1
1164,Lonnie Shelton,/players/s/sheltlo01.html,1977,1986,FC,9,203,108,1955-10-19,1,0,0,0,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5,74.77777777777777,1
1165,Purvis Short,/players/s/shortpu01.html,1979,1990,FG,11,201,95,1957-07-02,0,0,0,0,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1,76.54545454545455,1
1167,John Shumate,/players/s/shumajo01.html,1976,1981,FC,5,206,106,1952-04-06,0,0,0,0,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5,63.6,1
1168,Jerry Sichting,/players/s/sichtje01.html,1981,1990,G,9,185,76,1956-11-29,0,0,0,0,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2,66.44444444444444,1
1170,Jack Sikma,/players/s/sikmaja01.html,1978,1991,CF,13,211,104,1955-11-14,7,0,0,Hall of Fame,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5,85.15384615384616,1
1171,James Silas,/players/s/silasja01.html,1973,1982,G,9,185,81,1949-02-11,2,0,0,0,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,17.0,60.3,76.11111111111111,1
1172,Paul Silas,/players/s/silaspa01.html,1965,1980,FC,15,201,99,1943-07-12,2,0,5,0,1254,9.4,9.9,2.1,43.2,-,67.3,43.2,13.9,79.9,83.6,1
1173,Bobby Simmons,/players/s/simmobo01.html,2002,2012,GF,10,201,95,1980-06-02,0,0,0,0,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1,46.6,0
1175,Lionel Simmons,/players/s/simmoli01.html,1991,1997,FG,6,201,95,1968-11-14,0,0,0,0,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9,75.66666666666667,1
1176,Walter Simon,/players/s/simonwa01.html,1968,1974,FG,6,198,90,1939-12-01,1,0,0,0,541,11.9,5.0,2.7,46.2,13.3,70.4,46.3,14.6,27.6,90.16666666666667,1
